Fecha,Contenido,Título del video,Tiempo de publicación del video,Duración,Vistas
2026-02-15,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,5867
2026-02-16,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,8514
2026-02-17,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,2656
2026-02-18,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,7834
2026-02-19,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,4218
2026-02-20,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,5251
2026-02-21,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,5731
2026-02-22,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,8254
2026-02-23,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,10335
2026-02-24,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,5900
2026-02-25,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,6446
2026-02-26,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,5211
2026-02-27,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,5638
2026-02-28,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,3648
2026-02-01,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,20029
2026-02-02,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,9134
2026-02-03,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,7982
2026-02-04,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,3949
2026-02-05,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,0
2026-02-06,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,235
2026-02-07,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,15440
2026-02-08,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,21906
2026-02-09,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,14486
2026-02-10,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,4857
2026-02-11,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,7271
2026-02-12,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,7559
2026-02-13,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,6237
2026-02-14,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,7684
2026-02-15,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,6844
2026-02-16,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,14253
2026-02-17,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,3696
2026-02-18,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,4892
2026-02-19,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,7898
2026-02-20,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,11017
2026-02-21,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,8845
2026-02-22,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,10365
2026-02-23,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,9557
2026-02-24,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,7160
2026-02-25,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,6577
2026-02-26,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,3512
2026-02-27,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,6738
2026-02-28,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,6170
2026-02-01,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,9790
2026-02-02,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,6605
2026-02-03,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,8126
2026-02-04,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,7749
2026-02-05,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,1
2026-02-06,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,208
2026-02-07,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,9769
2026-02-08,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,17870
2026-02-09,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,15478
2026-02-10,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,7583
2026-02-11,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,9300
2026-02-12,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,5682
2026-02-13,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,8571
2026-02-14,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,13361
2026-02-15,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,7057
2026-02-16,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,17044
2026-02-17,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,5514
2026-02-18,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,8754
2026-02-19,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,7701
2026-02-20,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,12349
2026-02-21,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,11659
2026-02-22,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,19048
2026-02-23,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,14036
2026-02-24,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,6486
2026-02-25,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,9256
2026-02-26,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,7155
2026-02-27,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,7793
2026-02-28,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,12149
2026-02-01,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,7792
2026-02-02,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,5795
2026-02-03,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,6845
2026-02-04,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,2861
2026-02-05,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,0
2026-02-06,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,119
2026-02-07,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,5212
2026-02-08,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,11366
2026-02-09,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,6907
2026-02-10,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,2576
2026-02-11,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,3553
2026-02-12,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,1492
2026-02-13,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,2985
2026-02-14,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,5373
2026-02-15,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,5630
2026-02-16,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,10451
2026-02-17,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,7512
2026-02-18,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,6521
2026-02-19,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,4857
2026-02-20,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,3299
2026-02-21,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,2875
2026-02-22,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,6194
2026-02-23,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,4382
2026-02-24,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,3072
2026-02-25,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,3402
2026-02-26,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,3141
2026-02-27,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,4621
2026-02-28,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,5576
