Fecha,Contenido,Título del video,Tiempo de publicación del video,Duración,Vistas
2026-04-12,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,6552
2026-04-13,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,3272
2026-04-14,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,3534
2026-04-15,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,5570
2026-04-16,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,5202
2026-04-17,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,6079
2026-04-18,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,4711
2026-04-19,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,6353
2026-04-20,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,2484
2026-04-21,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,3886
2026-04-22,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,3412
2026-04-23,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,3739
2026-04-24,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,3120
2026-04-25,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,3160
2026-04-26,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,2379
2026-04-27,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,1821
2026-04-28,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,1239
2026-04-29,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,1816
2026-04-30,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,1152
2026-04-01,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,6402
2026-04-02,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,4901
2026-04-03,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,4315
2026-04-04,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,4021
2026-04-05,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,5015
2026-04-06,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,3695
2026-04-07,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,4166
2026-04-08,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,4869
2026-04-09,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,7150
2026-04-10,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,7088
2026-04-11,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,8243
2026-04-12,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,3731
2026-04-13,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,5400
2026-04-14,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,6081
2026-04-15,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,5249
2026-04-16,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,7328
2026-04-17,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,7851
2026-04-18,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,5124
2026-04-19,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,7812
2026-04-20,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,5338
2026-04-21,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,8304
2026-04-22,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,5936
2026-04-23,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,6922
2026-04-24,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,4908
2026-04-25,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,11955
2026-04-26,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,8944
2026-04-27,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,8118
2026-04-28,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,1906
2026-04-29,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,2425
2026-04-30,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,3357
2026-04-01,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,14590
2026-04-02,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,12890
2026-04-03,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,17253
2026-04-04,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,16341
2026-04-05,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,13372
2026-04-06,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,5510
2026-04-07,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,8555
2026-04-08,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,10033
2026-04-09,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,12971
2026-04-10,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,10904
2026-04-11,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,11441
2026-04-12,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,5287
2026-04-13,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,7701
2026-04-14,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,6157
2026-04-15,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,5956
2026-04-16,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,7618
2026-04-17,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,9767
2026-04-18,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,9308
2026-04-19,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,16784
2026-04-20,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,7168
2026-04-21,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,5603
2026-04-22,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,4773
2026-04-23,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,3795
2026-04-24,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,3669
2026-04-25,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,6817
2026-04-26,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,5892
2026-04-27,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,6327
2026-04-28,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,1065
2026-04-29,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,1211
2026-04-30,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,1943
