Fecha,Contenido,Título del video,Tiempo de publicación del video,Duración,Vistas
2026-03-04,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,6605
2026-03-05,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,6414
2026-03-06,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,3770
2026-03-07,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,5406
2026-03-08,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,4723
2026-03-09,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,6002
2026-03-10,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,7058
2026-03-11,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,6609
2026-03-12,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,5485
2026-03-13,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,4666
2026-03-14,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,7795
2026-03-15,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,5712
2026-03-16,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,1432
2026-03-17,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,2818
2026-03-18,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,4842
2026-03-19,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,2847
2026-03-20,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,2838
2026-03-21,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,3249
2026-03-22,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,3162
2026-03-23,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,4627
2026-03-24,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,3663
2026-03-25,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,3869
2026-03-26,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,5823
2026-03-27,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,5960
2026-03-28,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,7021
2026-03-29,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,4392
2026-03-30,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,6454
2026-03-31,Vv4QL_81-Bw,Conoce las ventajas de estudiar un pregrado en la Universidad Ean,"Oct 30, 2025",47,3047
2026-03-01,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,7721
2026-03-02,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,1727
2026-03-03,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,3683
2026-03-04,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,4413
2026-03-05,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,3549
2026-03-06,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,3020
2026-03-07,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,2701
2026-03-08,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,2072
2026-03-09,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,1447
2026-03-10,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,2007
2026-03-11,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,2326
2026-03-12,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,2306
2026-03-13,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,1923
2026-03-14,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,4588
2026-03-15,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,4045
2026-03-16,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,942
2026-03-17,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,3363
2026-03-18,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,2659
2026-03-19,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,1255
2026-03-20,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,1219
2026-03-21,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,1149
2026-03-22,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,1331
2026-03-23,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,1986
2026-03-24,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,2038
2026-03-25,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,2073
2026-03-26,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,4586
2026-03-27,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,5343
2026-03-28,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,5965
2026-03-29,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,7495
2026-03-30,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,6138
2026-03-31,_F8ze0vO2xM,"Ser Eanista es vivir la U completa: cultura, deporte y experiencias que van más allá de las clases.","Jan 5, 2026",59,3508
2026-03-01,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,22279
2026-03-02,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,6638
2026-03-03,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,10647
2026-03-04,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,12339
2026-03-05,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,11894
2026-03-06,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,8425
2026-03-07,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,7888
2026-03-08,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,1916
2026-03-09,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,860
2026-03-10,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,1057
2026-03-11,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,1875
2026-03-12,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,1825
2026-03-13,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,2670
2026-03-14,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,4809
2026-03-15,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,7124
2026-03-16,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,6207
2026-03-17,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,13840
2026-03-18,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,9200
2026-03-19,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,7451
2026-03-20,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,10144
2026-03-21,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,5353
2026-03-22,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,7335
2026-03-23,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,7093
2026-03-24,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,1819
2026-03-25,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,1802
2026-03-26,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,3047
2026-03-27,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,2304
2026-03-28,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,2206
2026-03-29,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,7598
2026-03-30,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,4198
2026-03-31,cI3_jDfxj8o,Un posgrado de la #UniversidadEan que se adapta a ti,"Oct 30, 2025",38,4653
2026-03-01,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,8480
2026-03-02,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,2820
2026-03-03,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,4993
2026-03-04,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,5622
2026-03-05,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,7408
2026-03-06,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,4818
2026-03-07,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,6708
2026-03-08,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,2092
2026-03-09,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,1373
2026-03-10,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,890
2026-03-11,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,1418
2026-03-12,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,1173
2026-03-13,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,1600
2026-03-14,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,3449
2026-03-15,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,5234
2026-03-16,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,4473
2026-03-17,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,5646
2026-03-18,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,4849
2026-03-19,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,4716
2026-03-20,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,8058
2026-03-21,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,5565
2026-03-22,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,10990
2026-03-23,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,13268
2026-03-24,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,3778
2026-03-25,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,3487
2026-03-26,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,5702
2026-03-27,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,5173
2026-03-28,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,5814
2026-03-29,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,22573
2026-03-30,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,11921
2026-03-31,lZl1OWV2HWc,El siguiente paso en tu carrera está con la #UniversidadEan,"Oct 30, 2025",38,10074
